"","turqGeneNames"
"1319","TRINITY_DN12975_c0_g1"
"1320","TRINITY_DN29183_c0_g1"
"1321","TRINITY_DN5552_c0_g1"
"1322","TRINITY_DN1668_c0_g1"
"1323","TRINITY_DN4131_c0_g1"
"1324","TRINITY_DN4498_c0_g1"
"1325","TRINITY_DN567_c0_g1"
"1326","TRINITY_DN5818_c0_g1"
"1327","TRINITY_DN6356_c0_g1"
"1328","TRINITY_DN5981_c0_g1"
"1329","TRINITY_DN1731_c0_g1"
"1330","TRINITY_DN1674_c0_g1"
"1331","TRINITY_DN12147_c0_g1"
"1332","TRINITY_DN25256_c0_g1"
"1333","TRINITY_DN7186_c0_g1"
"1334","TRINITY_DN8130_c0_g1"
"1335","TRINITY_DN19955_c0_g1"
"1336","TRINITY_DN21256_c0_g1"
"1337","TRINITY_DN14409_c0_g1"
"1338","TRINITY_DN50336_c0_g1"
"1339","TRINITY_DN1528_c0_g1"
"1340","TRINITY_DN21350_c0_g1"
"1341","TRINITY_DN5901_c0_g2"
"1342","TRINITY_DN19556_c0_g1"
"1343","TRINITY_DN26367_c0_g1"
"1344","TRINITY_DN3149_c0_g1"
"1345","TRINITY_DN10794_c1_g1"
"1346","TRINITY_DN8405_c1_g1"
"1347","TRINITY_DN273_c0_g1"
"1348","TRINITY_DN9594_c0_g1"
"1349","TRINITY_DN12857_c0_g1"
"1350","TRINITY_DN37690_c0_g1"
"1351","TRINITY_DN12594_c0_g1"
"1352","TRINITY_DN18540_c0_g1"
"1353","TRINITY_DN2436_c0_g1"
"1354","TRINITY_DN6505_c1_g1"
"1355","TRINITY_DN1129_c0_g1"
"1356","TRINITY_DN9660_c0_g1"
"1357","TRINITY_DN16706_c0_g1"
"1358","TRINITY_DN28999_c0_g1"
"1359","TRINITY_DN1335_c0_g1"
"1360","TRINITY_DN75468_c0_g1"
"1361","TRINITY_DN13149_c0_g1"
"1362","TRINITY_DN11039_c0_g1"
"1363","TRINITY_DN3508_c0_g1"
"1364","TRINITY_DN6897_c0_g1"
"1365","TRINITY_DN13962_c0_g1"
"1366","TRINITY_DN1037_c1_g1"
"1367","TRINITY_DN6685_c0_g1"
"1368","TRINITY_DN4579_c0_g1"
"1369","TRINITY_DN355_c0_g1"
"1370","TRINITY_DN5748_c0_g1"
"1371","TRINITY_DN27959_c0_g1"
"1372","TRINITY_DN5344_c0_g1"
"1373","TRINITY_DN50423_c0_g1"
"1374","TRINITY_DN1280_c0_g1"
"1375","TRINITY_DN68413_c0_g1"
"1376","TRINITY_DN3250_c0_g1"
"1377","TRINITY_DN6287_c0_g1"
"1378","TRINITY_DN5609_c0_g1"
"1379","TRINITY_DN1778_c0_g1"
"1380","TRINITY_DN8205_c0_g1"
"1381","TRINITY_DN4863_c1_g1"
"1382","TRINITY_DN6769_c1_g1"
"1383","TRINITY_DN3215_c0_g1"
"1384","TRINITY_DN9513_c0_g1"
"1385","TRINITY_DN10594_c0_g1"
"1386","TRINITY_DN8834_c0_g1"
"1387","TRINITY_DN13994_c0_g1"
"1388","TRINITY_DN5009_c0_g1"
"1389","TRINITY_DN1723_c1_g1"
"1390","TRINITY_DN4965_c0_g1"
"1391","TRINITY_DN4352_c0_g1"
"1392","TRINITY_DN19452_c0_g1"
"1393","TRINITY_DN13996_c1_g1"
"1394","TRINITY_DN2961_c0_g2"
"1395","TRINITY_DN33021_c0_g1"
"1396","TRINITY_DN18751_c0_g1"
"1397","TRINITY_DN400_c3_g1"
"1398","TRINITY_DN7952_c0_g1"
"1399","TRINITY_DN42651_c0_g1"
"1400","TRINITY_DN15439_c0_g2"
"1401","TRINITY_DN3616_c0_g1"
"1402","TRINITY_DN15039_c0_g1"
"1403","TRINITY_DN3713_c0_g1"
"1404","TRINITY_DN10829_c0_g1"
"1405","TRINITY_DN23942_c0_g1"
"1406","TRINITY_DN2613_c0_g1"
"1407","TRINITY_DN13594_c0_g3"
"1408","TRINITY_DN26672_c0_g1"
"1409","TRINITY_DN2542_c3_g1"
"1410","TRINITY_DN16489_c0_g1"
"1411","TRINITY_DN11234_c0_g1"
"1412","TRINITY_DN8255_c0_g1"
"1413","TRINITY_DN1346_c0_g1"
"1414","TRINITY_DN3075_c0_g1"
"1415","TRINITY_DN10851_c0_g1"
"1416","TRINITY_DN26107_c1_g1"
"1417","TRINITY_DN5481_c0_g1"
"1418","TRINITY_DN3929_c0_g1"
"1419","TRINITY_DN18771_c0_g1"
"1420","TRINITY_DN29761_c0_g1"
"1421","TRINITY_DN4657_c0_g1"
"1422","TRINITY_DN7064_c0_g1"
"1423","TRINITY_DN23209_c0_g1"
"1424","TRINITY_DN19672_c3_g1"
"1425","TRINITY_DN6304_c0_g1"
"1426","TRINITY_DN7626_c0_g3"
"1427","TRINITY_DN41510_c0_g1"
"1428","TRINITY_DN6545_c0_g1"
"1429","TRINITY_DN43414_c0_g1"
"1430","TRINITY_DN12117_c0_g1"
"1431","TRINITY_DN22500_c0_g1"
"1432","TRINITY_DN20920_c0_g1"
"1433","TRINITY_DN14403_c0_g1"
"1434","TRINITY_DN12402_c0_g1"
"1435","TRINITY_DN5280_c0_g1"
"1436","TRINITY_DN12986_c0_g1"
"1437","TRINITY_DN6209_c0_g1"
"1438","TRINITY_DN7528_c0_g1"
"1439","TRINITY_DN4628_c0_g1"
"1440","TRINITY_DN8518_c0_g1"
"1441","TRINITY_DN31913_c0_g1"
"1442","TRINITY_DN4422_c0_g1"
"1443","TRINITY_DN11168_c0_g1"
"1444","TRINITY_DN4437_c0_g1"
"1445","TRINITY_DN8917_c0_g1"
"1446","TRINITY_DN16610_c0_g1"
"1447","TRINITY_DN3582_c0_g1"
"1448","TRINITY_DN8523_c0_g1"
"1449","TRINITY_DN9035_c0_g1"
"1450","TRINITY_DN27749_c0_g1"
"1451","TRINITY_DN42770_c0_g1"
"1452","TRINITY_DN3387_c0_g1"
"1453","TRINITY_DN1156_c0_g3"
"1454","TRINITY_DN940_c0_g1"
"1455","TRINITY_DN5426_c0_g1"
"1456","TRINITY_DN13767_c0_g1"
"1457","TRINITY_DN14112_c0_g1"
"1458","TRINITY_DN13091_c0_g1"
"1459","TRINITY_DN3764_c1_g1"
"1460","TRINITY_DN18952_c0_g1"
"1461","TRINITY_DN66448_c0_g1"
"1462","TRINITY_DN6319_c0_g1"
"1463","TRINITY_DN13300_c0_g1"
"1464","TRINITY_DN13811_c0_g1"
